year,country,item,unit,value,source_file,sheet
1895,USA,Cotton,1000 MT,1595,Exports_1.xlsx,page_2575_table_1
1896,USA,Cotton,1000 MT,1059,Exports_1.xlsx,page_2575_table_1
1897,USA,Cotton,1000 MT,1408,Exports_1.xlsx,page_2575_table_1
1898,USA,Cotton,1000 MT,1746,Exports_1.xlsx,page_2575_table_1
1899,USA,Cotton,1000 MT,1712,Exports_1.xlsx,page_2575_table_1
1900,USA,Cotton,1000 MT,1406,Exports_1.xlsx,page_2575_table_1
1901,USA,Cotton,1000 MT,1511,Exports_1.xlsx,page_2575_table_1
1902,USA,Cotton,1000 MT,1588,Exports_1.xlsx,page_2575_table_1
1903,USA,Cotton,1000 MT,1607,Exports_1.xlsx,page_2575_table_1
1904,USA,Cotton,1000 MT,1389,Exports_1.xlsx,page_2575_table_1
1905,USA,Cotton,1000 MT,1953,Exports_1.xlsx,page_2575_table_1
1906,USA,Cotton,1000 MT,1648,Exports_1.xlsx,page_2575_table_1
1907,USA,Cotton,1000 MT,2049,Exports_1.xlsx,page_2575_table_1
1908,USA,Cotton,1000 MT,1731,Exports_1.xlsx,page_2575_table_1
1909,USA,Cotton,1000 MT,2018,Exports_1.xlsx,page_2575_table_1
1910,USA,Cotton,1000 MT,1455,Exports_1.xlsx,page_2575_table_1
1911,USA,Cotton,1000 MT,1830,Exports_1.xlsx,page_2575_table_1
1912,USA,Cotton,1000 MT,2511,Exports_1.xlsx,page_2575_table_1
1913,USA,Cotton,1000 MT,2069,Exports_1.xlsx,page_2575_table_1
1914,USA,Cotton,1000 MT,2160,Exports_1.xlsx,page_2575_table_1
1915,USA,Cotton,1000 MT,1998,Exports_1.xlsx,page_2575_table_1
1916,USA,Cotton,1000 MT,1653,Exports_1.xlsx,page_2575_table_1
1917,USA,Cotton,1000 MT,1123,Exports_1.xlsx,page_2575_table_1
1918,USA,Cotton,1000 MT,961,Exports_1.xlsx,page_2575_table_1
1919,USA,Cotton,1000 MT,1528,Exports_1.xlsx,page_2575_table_1
1920,USA,Cotton,1000 MT,1442,Exports_1.xlsx,page_2575_table_1
1921,USA,Cotton,1000 MT,1515,Exports_1.xlsx,page_2575_table_1
1922,USA,Cotton,1000 MT,1430,Exports_1.xlsx,page_2575_table_1
1923,USA,Cotton,1000 MT,1244,Exports_1.xlsx,page_2575_table_1
1924,USA,Cotton,1000 MT,1580,Exports_1.xlsx,page_2575_table_1
1876,USA,Tobacco,1000 MT,99,Exports_1.xlsx,page_2575_table_1
1877,USA,Tobacco,1000 MT,128,Exports_1.xlsx,page_2575_table_1
1878,USA,Tobacco,1000 MT,129,Exports_1.xlsx,page_2575_table_1
1879,USA,Tobacco,1000 MT,146,Exports_1.xlsx,page_2575_table_1
1880,USA,Tobacco,1000 MT,98,Exports_1.xlsx,page_2575_table_1
1881,USA,Tobacco,1000 MT,103,Exports_1.xlsx,page_2575_table_1
1882,USA,Tobacco,1000 MT,102,Exports_1.xlsx,page_2575_table_1
1883,USA,Tobacco,1000 MT,107,Exports_1.xlsx,page_2575_table_1
1884,USA,Tobacco,1000 MT,94,Exports_1.xlsx,page_2575_table_1
1885,USA,Tobacco,1000 MT,99,Exports_1.xlsx,page_2575_table_1
1886,USA,Tobacco,1000 MT,128,Exports_1.xlsx,page_2575_table_1
1887,USA,Tobacco,1000 MT,133,Exports_1.xlsx,page_2575_table_1
1888,USA,Tobacco,1000 MT,113,Exports_1.xlsx,page_2575_table_1
1889,USA,Tobacco,1000 MT,96,Exports_1.xlsx,page_2575_table_1
1890,USA,Tobacco,1000 MT,111,Exports_1.xlsx,page_2575_table_1
1891,USA,Tobacco,1000 MT,108,Exports_1.xlsx,page_2575_table_1
1892,USA,Tobacco,1000 MT,109,Exports_1.xlsx,page_2575_table_1
1893,USA,Tobacco,1000 MT,112,Exports_1.xlsx,page_2575_table_1
1894,USA,Tobacco,1000 MT,122,Exports_1.xlsx,page_2575_table_1
1895,USA,Tobacco,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1896,USA,Tobacco,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1897,USA,Tobacco,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1898,USA,Tobacco,1000 MT,114,Exports_1.xlsx,page_2575_table_1
1899,USA,Tobacco,1000 MT,123,Exports_1.xlsx,page_2575_table_1
1900,USA,Tobacco,1000 MT,152,Exports_1.xlsx,page_2575_table_1
1901,USA,Tobacco,1000 MT,139,Exports_1.xlsx,page_2575_table_1
1902,USA,Tobacco,1000 MT,132,Exports_1.xlsx,page_2575_table_1
1903,USA,Tobacco,1000 MT,162,Exports_1.xlsx,page_2575_table_1
1904,USA,Tobacco,1000 MT,138,Exports_1.xlsx,page_2575_table_1
1905,USA,Tobacco,1000 MT,149,Exports_1.xlsx,page_2575_table_1
1906,USA,Tobacco,1000 MT,137,Exports_1.xlsx,page_2575_table_1
1907,USA,Tobacco,1000 MT,151,Exports_1.xlsx,page_2575_table_1
1908,USA,Tobacco,1000 MT,147,Exports_1.xlsx,page_2575_table_1
1909,USA,Tobacco,1000 MT,128,Exports_1.xlsx,page_2575_table_1
1910,USA,Tobacco,1000 MT,160,Exports_1.xlsx,page_2575_table_1
1911,USA,Tobacco,1000 MT,160,Exports_1.xlsx,page_2575_table_1
1912,USA,Tobacco,1000 MT,170,Exports_1.xlsx,page_2575_table_1
1913,USA,Tobacco,1000 MT,188,Exports_1.xlsx,page_2575_table_1
1914,USA,Tobacco,1000 MT,203,Exports_1.xlsx,page_2575_table_1
1915,USA,Tobacco,1000 MT,158,Exports_1.xlsx,page_2575_table_1
1916,USA,Tobacco,1000 MT,216,Exports_1.xlsx,page_2575_table_1
1917,USA,Tobacco,1000 MT,114,Exports_1.xlsx,page_2575_table_1
1918,USA,Tobacco,1000 MT,183,Exports_1.xlsx,page_2575_table_1
1919,USA,Tobacco,1000 MT,347,Exports_1.xlsx,page_2575_table_1
1920,USA,Tobacco,1000 MT,212,Exports_1.xlsx,page_2575_table_1
1921,USA,Tobacco,1000 MT,234,Exports_1.xlsx,page_2575_table_1
1922,USA,Tobacco,1000 MT,195,Exports_1.xlsx,page_2575_table_1
1923,USA,Tobacco,1000 MT,215,Exports_1.xlsx,page_2575_table_1
1924,USA,Tobacco,1000 MT,248,Exports_1.xlsx,page_2575_table_1
1876,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1877,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1878,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1879,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1880,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1881,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1882,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1883,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1884,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1885,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1886,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1887,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1888,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1889,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1890,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1891,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1892,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1893,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1894,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1895,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1896,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1897,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1898,Trinidad & Tobago,Cocoa,1000 MT,NA,Exports_1.xlsx,page_2575_table_1
1899,Trinidad & Tobago,Cocoa,1000 MT,13,Exports_1.xlsx,page_2575_table_1
1900,Trinidad & Tobago,Cocoa,1000 MT,14,Exports_1.xlsx,page_2575_table_1
1901,Trinidad & Tobago,Cocoa,1000 MT,14,Exports_1.xlsx,page_2575_table_1
1902,Trinidad & Tobago,Cocoa,1000 MT,17,Exports_1.xlsx,page_2575_table_1
1903,Trinidad & Tobago,Cocoa,1000 MT,16,Exports_1.xlsx,page_2575_table_1
1904,Trinidad & Tobago,Cocoa,1000 MT,18,Exports_1.xlsx,page_2575_table_1
1905,Trinidad & Tobago,Cocoa,1000 MT,22,Exports_1.xlsx,page_2575_table_1
1906,Trinidad & Tobago,Cocoa,1000 MT,13,Exports_1.xlsx,page_2575_table_1
1907,Trinidad & Tobago,Cocoa,1000 MT,23,Exports_1.xlsx,page_2575_table_1
1908,Trinidad & Tobago,Cocoa,1000 MT,22,Exports_1.xlsx,page_2575_table_1
1909,Trinidad & Tobago,Cocoa,1000 MT,23,Exports_1.xlsx,page_2575_table_1
1910,Trinidad & Tobago,Cocoa,1000 MT,26,Exports_1.xlsx,page_2575_table_1
1911,Trinidad & Tobago,Cocoa,1000 MT,23,Exports_1.xlsx,page_2575_table_1
1912,Trinidad & Tobago,Cocoa,1000 MT,19,Exports_1.xlsx,page_2575_table_1
1913,Trinidad & Tobago,Cocoa,1000 MT,22,Exports_1.xlsx,page_2575_table_1
1914,Trinidad & Tobago,Cocoa,1000 MT,29,Exports_1.xlsx,page_2575_table_1
1915,Trinidad & Tobago,Cocoa,1000 MT,25,Exports_1.xlsx,page_2575_table_1
1916,Trinidad & Tobago,Cocoa,1000 MT,24,Exports_1.xlsx,page_2575_table_1
1917,Trinidad & Tobago,Cocoa,1000 MT,32,Exports_1.xlsx,page_2575_table_1
1918,Trinidad & Tobago,Cocoa,1000 MT,27,Exports_1.xlsx,page_2575_table_1
1919,Trinidad & Tobago,Cocoa,1000 MT,28,Exports_1.xlsx,page_2575_table_1
1920,Trinidad & Tobago,Cocoa,1000 MT,22,Exports_1.xlsx,page_2575_table_1
1921,Trinidad & Tobago,Cocoa,1000 MT,34,Exports_1.xlsx,page_2575_table_1
1922,Trinidad & Tobago,Cocoa,1000 MT,23,Exports_1.xlsx,page_2575_table_1
1923,Trinidad & Tobago,Cocoa,1000 MT,31,Exports_1.xlsx,page_2575_table_1
1924,Trinidad & Tobago,Cocoa,1000 MT,26,Exports_1.xlsx,page_2575_table_1
1926,Costa Rica,Coffee,1000 MT,18,Exports_1.xlsx,page_2576_table_1
1927,Costa Rica,Coffee,1000 MT,16,Exports_1.xlsx,page_2576_table_1
1928,Costa Rica,Coffee,1000 MT,19,Exports_1.xlsx,page_2576_table_1
1929,Costa Rica,Coffee,1000 MT,20,Exports_1.xlsx,page_2576_table_1
1930,Costa Rica,Coffee,1000 MT,24,Exports_1.xlsx,page_2576_table_1
1931,Costa Rica,Coffee,1000 MT,23,Exports_1.xlsx,page_2576_table_1
1932,Costa Rica,Coffee,1000 MT,19,Exports_1.xlsx,page_2576_table_1
1933,Costa Rica,Coffee,1000 MT,28,Exports_1.xlsx,page_2576_table_1
1934,Costa Rica,Coffee,1000 MT,19,Exports_1.xlsx,page_2576_table_1
1935,Costa Rica,Coffee,1000 MT,24,Exports_1.xlsx,page_2576_table_1
1936,Costa Rica,Coffee,1000 MT,21,Exports_1.xlsx,page_2576_table_1
1937,Costa Rica,Coffee,1000 MT,23,Exports_1.xlsx,page_2576_table_1
1938,Costa Rica,Coffee,1000 MT,22,Exports_1.xlsx,page_2576_table_1
1939,Costa Rica,Coffee,1000 MT,18,Exports_1.xlsx,page_2576_table_1
1940,Costa Rica,Coffee,1000 MT,18,Exports_1.xlsx,page_2576_table_1
1941,Costa Rica,Coffee,1000 MT,21,Exports_1.xlsx,page_2576_table_1
1942,Costa Rica,Coffee,1000 MT,20,Exports_1.xlsx,page_2576_table_1
1943,Costa Rica,Coffee,1000 MT,24,Exports_1.xlsx,page_2576_table_1
1944,Costa Rica,Coffee,1000 MT,19,Exports_1.xlsx,page_2576_table_1
1945,Costa Rica,Coffee,1000 MT,22,Exports_1.xlsx,page_2576_table_1
1946,Costa Rica,Coffee,1000 MT,16,Exports_1.xlsx,page_2576_table_1
1947,Costa Rica,Coffee,1000 MT,18,Exports_1.xlsx,page_2576_table_1
1948,Costa Rica,Coffee,1000 MT,24,Exports_1.xlsx,page_2576_table_1
1949,Costa Rica,Coffee,1000 MT,17,Exports_1.xlsx,page_2576_table_1
1950,Costa Rica,Coffee,1000 MT,17,Exports_1.xlsx,page_2576_table_1
1951,Costa Rica,Coffee,1000 MT,19,Exports_1.xlsx,page_2576_table_1
1952,Costa Rica,Coffee,1000 MT,21,Exports_1.xlsx,page_2576_table_1
1953,Costa Rica,Coffee,1000 MT,28,Exports_1.xlsx,page_2576_table_1
1954,Costa Rica,Coffee,1000 MT,23,Exports_1.xlsx,page_2576_table_1
1955,Costa Rica,Coffee,1000 MT,28,Exports_1.xlsx,page_2576_table_1
1956,Costa Rica,Coffee,1000 MT,23,Exports_1.xlsx,page_2576_table_1
1957,Costa Rica,Coffee,1000 MT,29,Exports_1.xlsx,page_2576_table_1
1958,Costa Rica,Coffee,1000 MT,46,Exports_1.xlsx,page_2576_table_1
1959,Costa Rica,Coffee,1000 MT,43,Exports_1.xlsx,page_2576_table_1
1960,Costa Rica,Coffee,1000 MT,47,Exports_1.xlsx,page_2576_table_1
1961,Costa Rica,Coffee,1000 MT,52,Exports_1.xlsx,page_2576_table_1
1926,Cuba,Tobacco,1000 MT,18,Exports_1.xlsx,page_2576_table_1
1927,Cuba,Tobacco,1000 MT,18,Exports_1.xlsx,page_2576_table_1
1928,Cuba,Tobacco,1000 MT,21,Exports_1.xlsx,page_2576_table_1
1929,Cuba,Tobacco,1000 MT,21,Exports_1.xlsx,page_2576_table_1
1930,Cuba,Tobacco,1000 MT,26,Exports_1.xlsx,page_2576_table_1
1931,Cuba,Tobacco,1000 MT,18,Exports_1.xlsx,page_2576_table_1
1932,Cuba,Tobacco,1000 MT,16,Exports_1.xlsx,page_2576_table_1
1933,Cuba,Tobacco,1000 MT,13,Exports_1.xlsx,page_2576_table_1
1934,Cuba,Tobacco,1000 MT,12,Exports_1.xlsx,page_2576_table_1
1935,Cuba,Tobacco,1000 MT,14,Exports_1.xlsx,page_2576_table_1
1936,Cuba,Tobacco,1000 MT,10,Exports_1.xlsx,page_2576_table_1
1937,Cuba,Tobacco,1000 MT,12,Exports_1.xlsx,page_2576_table_1
1938,Cuba,Tobacco,1000 MT,13,Exports_1.xlsx,page_2576_table_1
1939,Cuba,Tobacco,1000 MT,13,Exports_1.xlsx,page_2576_table_1
1940,Cuba,Tobacco,1000 MT,12,Exports_1.xlsx,page_2576_table_1
1941,Cuba,Tobacco,1000 MT,13,Exports_1.xlsx,page_2576_table_1
1942,Cuba,Tobacco,1000 MT,12,Exports_1.xlsx,page_2576_table_1
1943,Cuba,Tobacco,1000 MT,15,Exports_1.xlsx,page_2576_table_1
1944,Cuba,Tobacco,1000 MT,15,Exports_1.xlsx,page_2576_table_1
1945,Cuba,Tobacco,1000 MT,14,Exports_1.xlsx,page_2576_table_1
1946,Cuba,Tobacco,1000 MT,21,Exports_1.xlsx,page_2576_table_1
1947,Cuba,Tobacco,1000 MT,12,Exports_1.xlsx,page_2576_table_1
1948,Cuba,Tobacco,1000 MT,13,Exports_1.xlsx,page_2576_table_1
1949,Cuba,Tobacco,1000 MT,12,Exports_1.xlsx,page_2576_table_1
1950,Cuba,Tobacco,1000 MT,62,Exports_1.xlsx,page_2576_table_1
1951,Cuba,Tobacco,1000 MT,17,Exports_1.xlsx,page_2576_table_1
1952,Cuba,Tobacco,1000 MT,18,Exports_1.xlsx,page_2576_table_1
1953,Cuba,Tobacco,1000 MT,16,Exports_1.xlsx,page_2576_table_1
1954,Cuba,Tobacco,1000 MT,19,Exports_1.xlsx,page_2576_table_1
1955,Cuba,Tobacco,1000 MT,22,Exports_1.xlsx,page_2576_table_1
1956,Cuba,Tobacco,1000 MT,21,Exports_1.xlsx,page_2576_table_1
1957,Cuba,Tobacco,1000 MT,25,Exports_1.xlsx,page_2576_table_1
1958,Cuba,Tobacco,1000 MT,26,Exports_1.xlsx,page_2576_table_1
1959,Cuba,Tobacco,1000 MT,26,Exports_1.xlsx,page_2576_table_1
1960,Cuba,Tobacco,1000 MT,26,Exports_1.xlsx,page_2576_table_1
1961,Cuba,Tobacco,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1926,Dominican Republic,Cocoa,1000 MT,20,Exports_1.xlsx,page_2576_table_1
1927,Dominican Republic,Cocoa,1000 MT,27,Exports_1.xlsx,page_2576_table_1
1928,Dominican Republic,Cocoa,1000 MT,19,Exports_1.xlsx,page_2576_table_1
1929,Dominican Republic,Cocoa,1000 MT,21,Exports_1.xlsx,page_2576_table_1
1930,Dominican Republic,Cocoa,1000 MT,21,Exports_1.xlsx,page_2576_table_1
1931,Dominican Republic,Cocoa,1000 MT,26,Exports_1.xlsx,page_2576_table_1
1932,Dominican Republic,Cocoa,1000 MT,17,Exports_1.xlsx,page_2576_table_1
1933,Dominican Republic,Cocoa,1000 MT,20,Exports_1.xlsx,page_2576_table_1
1934,Dominican Republic,Cocoa,1000 MT,22,Exports_1.xlsx,page_2576_table_1
1935,Dominican Republic,Cocoa,1000 MT,28,Exports_1.xlsx,page_2576_table_1
1936,Dominican Republic,Cocoa,1000 MT,18,Exports_1.xlsx,page_2576_table_1
1937,Dominican Republic,Cocoa,1000 MT,20,Exports_1.xlsx,page_2576_table_1
1938,Dominican Republic,Cocoa,1000 MT,28,Exports_1.xlsx,page_2576_table_1
1939,Dominican Republic,Cocoa,1000 MT,28,Exports_1.xlsx,page_2576_table_1
1940,Dominican Republic,Cocoa,1000 MT,23,Exports_1.xlsx,page_2576_table_1
1941,Dominican Republic,Cocoa,1000 MT,19,Exports_1.xlsx,page_2576_table_1
1942,Dominican Republic,Cocoa,1000 MT,18,Exports_1.xlsx,page_2576_table_1
1943,Dominican Republic,Cocoa,1000 MT,28,Exports_1.xlsx,page_2576_table_1
1944,Dominican Republic,Cocoa,1000 MT,26,Exports_1.xlsx,page_2576_table_1
1945,Dominican Republic,Cocoa,1000 MT,19,Exports_1.xlsx,page_2576_table_1
1946,Dominican Republic,Cocoa,1000 MT,25,Exports_1.xlsx,page_2576_table_1
1947,Dominican Republic,Cocoa,1000 MT,30,Exports_1.xlsx,page_2576_table_1
1948,Dominican Republic,Cocoa,1000 MT,26,Exports_1.xlsx,page_2576_table_1
1949,Dominican Republic,Cocoa,1000 MT,20,Exports_1.xlsx,page_2576_table_1
1950,Dominican Republic,Cocoa,1000 MT,26,Exports_1.xlsx,page_2576_table_1
1951,Dominican Republic,Cocoa,1000 MT,23,Exports_1.xlsx,page_2576_table_1
1952,Dominican Republic,Cocoa,1000 MT,22,Exports_1.xlsx,page_2576_table_1
1953,Dominican Republic,Cocoa,1000 MT,25,Exports_1.xlsx,page_2576_table_1
1954,Dominican Republic,Cocoa,1000 MT,21,Exports_1.xlsx,page_2576_table_1
1955,Dominican Republic,Cocoa,1000 MT,23,Exports_1.xlsx,page_2576_table_1
1956,Dominican Republic,Cocoa,1000 MT,18,Exports_1.xlsx,page_2576_table_1
1957,Dominican Republic,Cocoa,1000 MT,24,Exports_1.xlsx,page_2576_table_1
1958,Dominican Republic,Cocoa,1000 MT,21,Exports_1.xlsx,page_2576_table_1
1959,Dominican Republic,Cocoa,1000 MT,22,Exports_1.xlsx,page_2576_table_1
1960,Dominican Republic,Cocoa,1000 MT,27,Exports_1.xlsx,page_2576_table_1
1961,Dominican Republic,Cocoa,1000 MT,15,Exports_1.xlsx,page_2576_table_1
1926,Dominican Republic,Tobacco,1000 MT,10,Exports_1.xlsx,page_2576_table_1
1927,Dominican Republic,Tobacco,1000 MT,20,Exports_1.xlsx,page_2576_table_1
1928,Dominican Republic,Tobacco,1000 MT,14,Exports_1.xlsx,page_2576_table_1
1929,Dominican Republic,Tobacco,1000 MT,17,Exports_1.xlsx,page_2576_table_1
1930,Dominican Republic,Tobacco,1000 MT,13,Exports_1.xlsx,page_2576_table_1
1931,Dominican Republic,Tobacco,1000 MT,6.8,Exports_1.xlsx,page_2576_table_1
1932,Dominican Republic,Tobacco,1000 MT,4.4,Exports_1.xlsx,page_2576_table_1
1933,Dominican Republic,Tobacco,1000 MT,5.7,Exports_1.xlsx,page_2576_table_1
1934,Dominican Republic,Tobacco,1000 MT,9.7,Exports_1.xlsx,page_2576_table_1
1935,Dominican Republic,Tobacco,1000 MT,6.9,Exports_1.xlsx,page_2576_table_1
1936,Dominican Republic,Tobacco,1000 MT,4.8,Exports_1.xlsx,page_2576_table_1
1937,Dominican Republic,Tobacco,1000 MT,3.2,Exports_1.xlsx,page_2576_table_1
1938,Dominican Republic,Tobacco,1000 MT,7.4,Exports_1.xlsx,page_2576_table_1
1939,Dominican Republic,Tobacco,1000 MT,8.6,Exports_1.xlsx,page_2576_table_1
1940,Dominican Republic,Tobacco,1000 MT,3.6,Exports_1.xlsx,page_2576_table_1
1941,Dominican Republic,Tobacco,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1942,Dominican Republic,Tobacco,1000 MT,3.4,Exports_1.xlsx,page_2576_table_1
1943,Dominican Republic,Tobacco,1000 MT,7.5,Exports_1.xlsx,page_2576_table_1
1944,Dominican Republic,Tobacco,1000 MT,0.9,Exports_1.xlsx,page_2576_table_1
1945,Dominican Republic,Tobacco,1000 MT,9.1,Exports_1.xlsx,page_2576_table_1
1946,Dominican Republic,Tobacco,1000 MT,29,Exports_1.xlsx,page_2576_table_1
1947,Dominican Republic,Tobacco,1000 MT,15,Exports_1.xlsx,page_2576_table_1
1948,Dominican Republic,Tobacco,1000 MT,14,Exports_1.xlsx,page_2576_table_1
1949,Dominican Republic,Tobacco,1000 MT,21,Exports_1.xlsx,page_2576_table_1
1950,Dominican Republic,Tobacco,1000 MT,14,Exports_1.xlsx,page_2576_table_1
1951,Dominican Republic,Tobacco,1000 MT,16,Exports_1.xlsx,page_2576_table_1
1952,Dominican Republic,Tobacco,1000 MT,15,Exports_1.xlsx,page_2576_table_1
1953,Dominican Republic,Tobacco,1000 MT,9.5,Exports_1.xlsx,page_2576_table_1
1954,Dominican Republic,Tobacco,1000 MT,12,Exports_1.xlsx,page_2576_table_1
1955,Dominican Republic,Tobacco,1000 MT,13,Exports_1.xlsx,page_2576_table_1
1956,Dominican Republic,Tobacco,1000 MT,13,Exports_1.xlsx,page_2576_table_1
1957,Dominican Republic,Tobacco,1000 MT,12,Exports_1.xlsx,page_2576_table_1
1958,Dominican Republic,Tobacco,1000 MT,12,Exports_1.xlsx,page_2576_table_1
1959,Dominican Republic,Tobacco,1000 MT,12,Exports_1.xlsx,page_2576_table_1
1960,Dominican Republic,Tobacco,1000 MT,15,Exports_1.xlsx,page_2576_table_1
1961,Dominican Republic,Tobacco,1000 MT,22,Exports_1.xlsx,page_2576_table_1
1926,El Salvador,Coffee,1000 MT,51,Exports_1.xlsx,page_2576_table_1
1927,El Salvador,Coffee,1000 MT,36,Exports_1.xlsx,page_2576_table_1
1928,El Salvador,Coffee,1000 MT,53,Exports_1.xlsx,page_2576_table_1
1929,El Salvador,Coffee,1000 MT,47,Exports_1.xlsx,page_2576_table_1
1930,El Salvador,Coffee,1000 MT,59,Exports_1.xlsx,page_2576_table_1
1931,El Salvador,Coffee,1000 MT,55,Exports_1.xlsx,page_2576_table_1
1932,El Salvador,Coffee,1000 MT,40,Exports_1.xlsx,page_2576_table_1
1933,El Salvador,Coffee,1000 MT,56,Exports_1.xlsx,page_2576_table_1
1934,El Salvador,Coffee,1000 MT,50,Exports_1.xlsx,page_2576_table_1
1935,El Salvador,Coffee,1000 MT,50,Exports_1.xlsx,page_2576_table_1
1936,El Salvador,Coffee,1000 MT,49,Exports_1.xlsx,page_2576_table_1
1937,El Salvador,Coffee,1000 MT,67,Exports_1.xlsx,page_2576_table_1
1938,El Salvador,Coffee,1000 MT,53,Exports_1.xlsx,page_2576_table_1
1939,El Salvador,Coffee,1000 MT,55,Exports_1.xlsx,page_2576_table_1
1940,El Salvador,Coffee,1000 MT,56,Exports_1.xlsx,page_2576_table_1
1941,El Salvador,Coffee,1000 MT,41,Exports_1.xlsx,page_2576_table_1
1942,El Salvador,Coffee,1000 MT,52,Exports_1.xlsx,page_2576_table_1
1943,El Salvador,Coffee,1000 MT,56,Exports_1.xlsx,page_2576_table_1
1944,El Salvador,Coffee,1000 MT,63,Exports_1.xlsx,page_2576_table_1
1945,El Salvador,Coffee,1000 MT,57,Exports_1.xlsx,page_2576_table_1
1946,El Salvador,Coffee,1000 MT,48,Exports_1.xlsx,page_2576_table_1
1947,El Salvador,Coffee,1000 MT,63,Exports_1.xlsx,page_2576_table_1
1948,El Salvador,Coffee,1000 MT,60,Exports_1.xlsx,page_2576_table_1
1949,El Salvador,Coffee,1000 MT,75,Exports_1.xlsx,page_2576_table_1
1950,El Salvador,Coffee,1000 MT,69,Exports_1.xlsx,page_2576_table_1
1951,El Salvador,Coffee,1000 MT,66,Exports_1.xlsx,page_2576_table_1
1952,El Salvador,Coffee,1000 MT,67,Exports_1.xlsx,page_2576_table_1
1953,El Salvador,Coffee,1000 MT,66,Exports_1.xlsx,page_2576_table_1
1954,El Salvador,Coffee,1000 MT,62,Exports_1.xlsx,page_2576_table_1
1955,El Salvador,Coffee,1000 MT,72,Exports_1.xlsx,page_2576_table_1
1956,El Salvador,Coffee,1000 MT,65,Exports_1.xlsx,page_2576_table_1
1957,El Salvador,Coffee,1000 MT,83,Exports_1.xlsx,page_2576_table_1
1958,El Salvador,Coffee,1000 MT,81,Exports_1.xlsx,page_2576_table_1
1959,El Salvador,Coffee,1000 MT,83,Exports_1.xlsx,page_2576_table_1
1960,El Salvador,Coffee,1000 MT,90,Exports_1.xlsx,page_2576_table_1
1961,El Salvador,Coffee,1000 MT,87,Exports_1.xlsx,page_2576_table_1
1926,Salvador,Cotton,1000 MT,0.3,Exports_1.xlsx,page_2576_table_1
1927,Salvador,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1928,Salvador,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1929,Salvador,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1930,Salvador,Cotton,1000 MT,0.1,Exports_1.xlsx,page_2576_table_1
1931,Salvador,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1932,Salvador,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1933,Salvador,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1934,Salvador,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1935,Salvador,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1936,Salvador,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1937,Salvador,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1938,Salvador,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
1939,Salvador,Cotton,1000 MT,NA,Exports_1.xlsx,page_2576_table_1
