proc_code,crop_process,crop_original,unit,iso3c,rate_value
p029,Olives production,olive,kgN/ha,LAO,6.6221967
p029,Olives production,olive,kgN/ha,LBN,48.232876
p029,Olives production,olive,kgN/ha,LBY,34.658466
p029,Olives production,olive,kgN/ha,MEX,58.008991
p029,Olives production,olive,kgN/ha,MNG,0.62575716
p029,Olives production,olive,kgN/ha,MAR,7.0000019
p029,Olives production,olive,kgN/ha,NPL,13.116299
p029,Olives production,olive,kgN/ha,MKD,42.557438
p029,Olives production,olive,kgN/ha,PRY,0.34916228
p029,Olives production,olive,kgN/ha,PER,48.840683
p029,Olives production,olive,kgN/ha,PRT,57.149143
p029,Olives production,olive,kgN/ha,RUS,12.952971
p029,Olives production,olive,kgN/ha,SRM,47.630199
p029,Olives production,olive,kgN/ha,SVN,141.87979
p029,Olives production,olive,kgN/ha,ESP,64.518295
p029,Olives production,olive,kgN/ha,TJK,9.8819513
p029,Olives production,olive,kgN/ha,CHE,118.76709
p029,Olives production,olive,kgN/ha,SYR,46.65694
p029,Olives production,olive,kgN/ha,TKM,10.367267
p029,Olives production,olive,kgN/ha,TUN,8.9297819
p029,Olives production,olive,kgN/ha,TUR,45.746677
p029,Olives production,olive,kgN/ha,USA,79.892624
p029,Olives production,olive,kgN/ha,URY,42.785259
p029,Olives production,olive,kgN/ha,UZB,29.14691
p029,Olives production,olive,kgN/ha,VNM,42.311092
p030,"Oilcrops production, Other",oilseedfor,kgN/ha,CZE,46.268436
p030,"Oilcrops production, Other",oilseedfor,kgN/ha,DEU,29.858671
p030,"Oilcrops production, Other",oilseedfor,kgN/ha,HUN,24.366064
p030,"Oilcrops production, Other",oilseedfor,kgN/ha,ITA,4.6188025
p030,"Oilcrops production, Other",oilseedfor,kgN/ha,NLD,29.979221
p030,"Oilcrops production, Other",oilseedfor,kgN/ha,ESP,15.496538
p030,"Oilcrops production, Other",oilseedfor,kgN/ha,LUX,60.002365
p031,Tomatoes production,tomato,kgN/ha,ARM,29.502325
p031,Tomatoes production,tomato,kgN/ha,AFG,1.8081992
p031,Tomatoes production,tomato,kgN/ha,ALB,40.000004
p031,Tomatoes production,tomato,kgN/ha,DZA,2
p031,Tomatoes production,tomato,kgN/ha,AGO,1.4306828
p031,Tomatoes production,tomato,kgN/ha,ARG,59.999996
p031,Tomatoes production,tomato,kgN/ha,AUS,171.0083
p031,Tomatoes production,tomato,kgN/ha,AUT,133.89136
p031,Tomatoes production,tomato,kgN/ha,BHR,372.21033
p031,Tomatoes production,tomato,kgN/ha,BGD,50.033096
p031,Tomatoes production,tomato,kgN/ha,BOL,0.61776334
p031,Tomatoes production,tomato,kgN/ha,BWA,9.8054628
p031,Tomatoes production,tomato,kgN/ha,BRA,89.058327
p031,Tomatoes production,tomato,kgN/ha,BZE,76.132744
p031,Tomatoes production,tomato,kgN/ha,BGR,183.44537
p031,Tomatoes production,tomato,kgN/ha,MMR,4.7789741
p031,Tomatoes production,tomato,kgN/ha,CMR,16.108778
p031,Tomatoes production,tomato,kgN/ha,CAN,31.720608
p031,Tomatoes production,tomato,kgN/ha,CAF,0.22912937
p031,Tomatoes production,tomato,kgN/ha,LKA,35.494892
p031,Tomatoes production,tomato,kgN/ha,TCD,1.3997533
p031,Tomatoes production,tomato,kgN/ha,CHL,124.93578
p031,Tomatoes production,tomato,kgN/ha,CHN,173.58783
p031,Tomatoes production,tomato,kgN/ha,COL,81.000031
p031,Tomatoes production,tomato,kgN/ha,COG,17.191872
p031,Tomatoes production,tomato,kgN/ha,COS,103.54506
p031,Tomatoes production,tomato,kgN/ha,CUB,122.99997
p031,Tomatoes production,tomato,kgN/ha,CZE,136.30428
p031,Tomatoes production,tomato,kgN/ha,AZE,4.9999986
p031,Tomatoes production,tomato,kgN/ha,BEN,22.14535
p031,Tomatoes production,tomato,kgN/ha,DNK,125.56533
p031,Tomatoes production,tomato,kgN/ha,DOM,120.29546
p031,Tomatoes production,tomato,kgN/ha,BLR,48.37431
p031,Tomatoes production,tomato,kgN/ha,ECU,115.63635
p031,Tomatoes production,tomato,kgN/ha,EGY,448.30609
p031,Tomatoes production,tomato,kgN/ha,ELS,236.99997
p031,Tomatoes production,tomato,kgN/ha,EST,46.899998
p031,Tomatoes production,tomato,kgN/ha,FIN,102.70227
p031,Tomatoes production,tomato,kgN/ha,FRA,51.851208
p031,Tomatoes production,tomato,kgN/ha,GEO,58.442444
p031,Tomatoes production,tomato,kgN/ha,GAB,2.2417347
p031,Tomatoes production,tomato,kgN/ha,GMB,7.0162621
p031,Tomatoes production,tomato,kgN/ha,DEU,164.14095
p031,Tomatoes production,tomato,kgN/ha,BIH,48.747795
p031,Tomatoes production,tomato,kgN/ha,GHA,2.68997
p031,Tomatoes production,tomato,kgN/ha,GRC,170.00011
p031,Tomatoes production,tomato,kgN/ha,GUA,68.264519
p031,Tomatoes production,tomato,kgN/ha,GIN,0.66949105
p031,Tomatoes production,tomato,kgN/ha,GUY,87.193787
p031,Tomatoes production,tomato,kgN/ha,HAI,10.035065
p031,Tomatoes production,tomato,kgN/ha,HON,97.443527
p031,Tomatoes production,tomato,kgN/ha,HUN,151.14911
p031,Tomatoes production,tomato,kgN/ha,HRV,125
p031,Tomatoes production,tomato,kgN/ha,IND,163.08871
p031,Tomatoes production,tomato,kgN/ha,IDN,116.00007
p031,Tomatoes production,tomato,kgN/ha,IRN,109.45081
p031,Tomatoes production,tomato,kgN/ha,IRQ,302.31042
p031,Tomatoes production,tomato,kgN/ha,IRL,160.85239
p031,Tomatoes production,tomato,kgN/ha,ISR,300.00003
p031,Tomatoes production,tomato,kgN/ha,ITA,125.62197
p031,Tomatoes production,tomato,kgN/ha,CIV,16.951626
p031,Tomatoes production,tomato,kgN/ha,KAZ,3.9473405
p031,Tomatoes production,tomato,kgN/ha,JAM,78.439079
p031,Tomatoes production,tomato,kgN/ha,JPN,242.99985
p031,Tomatoes production,tomato,kgN/ha,JOR,500
p031,Tomatoes production,tomato,kgN/ha,KGZ,8.9146023
p031,Tomatoes production,tomato,kgN/ha,KEN,18.533422
p031,Tomatoes production,tomato,kgN/ha,PRK,49.81514
p031,Tomatoes production,tomato,kgN/ha,KOR,343.06699
p031,Tomatoes production,tomato,kgN/ha,KWT,450
p031,Tomatoes production,tomato,kgN/ha,LVA,52.758057
p031,Tomatoes production,tomato,kgN/ha,LAO,2.5509069
p031,Tomatoes production,tomato,kgN/ha,LBN,257.242
p031,Tomatoes production,tomato,kgN/ha,LSO,28.056686
p031,Tomatoes production,tomato,kgN/ha,LBY,69.578423
p031,Tomatoes production,tomato,kgN/ha,LTU,73
p031,Tomatoes production,tomato,kgN/ha,MDG,0.93648189
p031,Tomatoes production,tomato,kgN/ha,MWI,60.000004
p031,Tomatoes production,tomato,kgN/ha,MYS,107.53539
p031,Tomatoes production,tomato,kgN/ha,MLI,2.3538866
p031,Tomatoes production,tomato,kgN/ha,MRT,4.1051202
p031,Tomatoes production,tomato,kgN/ha,MEX,137.12212
p031,Tomatoes production,tomato,kgN/ha,MNG,4.3305435
p031,Tomatoes production,tomato,kgN/ha,MAR,65.999977
p031,Tomatoes production,tomato,kgN/ha,MOZ,1.565634
p031,Tomatoes production,tomato,kgN/ha,MDA,7.000001
p031,Tomatoes production,tomato,kgN/ha,NAM,0.94139999
p031,Tomatoes production,tomato,kgN/ha,NPL,14.433917
p031,Tomatoes production,tomato,kgN/ha,NLD,124.91345
p031,Tomatoes production,tomato,kgN/ha,MKD,85.435936
p031,Tomatoes production,tomato,kgN/ha,NZL,187.44243
p031,Tomatoes production,tomato,kgN/ha,NIC,37.386032
p031,Tomatoes production,tomato,kgN/ha,NER,0.55767834
p031,Tomatoes production,tomato,kgN/ha,NGA,5.9854507
p031,Tomatoes production,tomato,kgN/ha,NOR,240.06529
p031,Tomatoes production,tomato,kgN/ha,PAK,292.95505
p031,Tomatoes production,tomato,kgN/ha,PAN,86.554916
p031,Tomatoes production,tomato,kgN/ha,PNG,13.29229
p031,Tomatoes production,tomato,kgN/ha,PRY,80.000015
p031,Tomatoes production,tomato,kgN/ha,PER,98.049782
p031,Tomatoes production,tomato,kgN/ha,PHL,50.999977
p031,Tomatoes production,tomato,kgN/ha,POL,88.463089
p031,Tomatoes production,tomato,kgN/ha,PRT,80.05587
p031,Tomatoes production,tomato,kgN/ha,GNB,1.9124041
p031,Tomatoes production,tomato,kgN/ha,PRI,186.10516
p031,Tomatoes production,tomato,kgN/ha,ZWE,14.881895
p031,Tomatoes production,tomato,kgN/ha,ROM,51.686138
p031,Tomatoes production,tomato,kgN/ha,RWA,0.16748193
p031,Tomatoes production,tomato,kgN/ha,RUS,26.003708
p031,Tomatoes production,tomato,kgN/ha,SRM,95.619728
p031,Tomatoes production,tomato,kgN/ha,SAU,259.99997
p031,Tomatoes production,tomato,kgN/ha,SEN,34.380909
p031,Tomatoes production,tomato,kgN/ha,SLE,0.6320219
p031,Tomatoes production,tomato,kgN/ha,SVN,308.23447
p031,Tomatoes production,tomato,kgN/ha,SVK,56.129692
p031,Tomatoes production,tomato,kgN/ha,ZAF,203.45763
p031,Tomatoes production,tomato,kgN/ha,ESP,204.29755
p031,Tomatoes production,tomato,kgN/ha,SUR,150.2121
p031,Tomatoes production,tomato,kgN/ha,TJK,10.874658
p031,Tomatoes production,tomato,kgN/ha,SWZ,15.338548
p031,Tomatoes production,tomato,kgN/ha,SWE,167.9621
p031,Tomatoes production,tomato,kgN/ha,CHE,163.99997
p031,Tomatoes production,tomato,kgN/ha,SYR,66.652771
p031,Tomatoes production,tomato,kgN/ha,TKM,71.74649
p031,Tomatoes production,tomato,kgN/ha,TZA,0.70339978
p031,Tomatoes production,tomato,kgN/ha,THA,100.00002
p031,Tomatoes production,tomato,kgN/ha,TGO,21.053087
p031,Tomatoes production,tomato,kgN/ha,TRI,217.29222
p031,Tomatoes production,tomato,kgN/ha,OMN,51.520378
p031,Tomatoes production,tomato,kgN/ha,TUN,61.798416
p031,Tomatoes production,tomato,kgN/ha,TUR,100.44519
p031,Tomatoes production,tomato,kgN/ha,ARE,193.72284
p031,Tomatoes production,tomato,kgN/ha,UGA,1.0191332
p031,Tomatoes production,tomato,kgN/ha,GBR,125.00005
p031,Tomatoes production,tomato,kgN/ha,UKR,28.29812
p031,Tomatoes production,tomato,kgN/ha,USA,302.70441
p031,Tomatoes production,tomato,kgN/ha,BFA,8.3408279
p031,Tomatoes production,tomato,kgN/ha,URY,74.915642
p031,Tomatoes production,tomato,kgN/ha,UZB,201.71068
p031,Tomatoes production,tomato,kgN/ha,VEN,166.48212
p031,Tomatoes production,tomato,kgN/ha,VNM,126.00001
p031,Tomatoes production,tomato,kgN/ha,ETH,4.2431998
p031,Tomatoes production,tomato,kgN/ha,YEM,27.776842
p031,Tomatoes production,tomato,kgN/ha,ZAR,0.20503123
p031,Tomatoes production,tomato,kgN/ha,ZMB,3.0741041
p031,Tomatoes production,tomato,kgN/ha,BEL,140.81279
p031,Tomatoes production,tomato,kgN/ha,LUX,372.21033
p031,Tomatoes production,tomato,kgN/ha,SDN,14.177143
p032,Onions production,onion,kgN/ha,ARM,22.798611
p032,Onions production,onion,kgN/ha,AFG,0.90733737
p032,Onions production,onion,kgN/ha,ALB,20
p032,Onions production,onion,kgN/ha,DZA,2
p032,Onions production,onion,kgN/ha,AGO,1.1055927
p032,Onions production,onion,kgN/ha,ARG,60.000069
p032,Onions production,onion,kgN/ha,AUS,145.33827
p032,Onions production,onion,kgN/ha,AUT,133.89134
p032,Onions production,onion,kgN/ha,BHR,322.6842
p032,Onions production,onion,kgN/ha,BGD,25.10614
p032,Onions production,onion,kgN/ha,BOL,4.5100126
p032,Onions production,onion,kgN/ha,BWA,9.0102882
p032,Onions production,onion,kgN/ha,BRA,77.057755
p032,Onions production,onion,kgN/ha,BZE,58.833366
p032,Onions production,onion,kgN/ha,BGR,168.56885
p032,Onions production,onion,kgN/ha,MMR,4.7789769
p032,Onions production,onion,kgN/ha,CMR,12.448434
p032,Onions production,onion,kgN/ha,CAN,27.588106
p032,Onions production,onion,kgN/ha,CAF,0.11497498
p032,Onions production,onion,kgN/ha,LKA,35.494877
p032,Onions production,onion,kgN/ha,TCD,0.70238316
p032,Onions production,onion,kgN/ha,CHL,146.12383
p032,Onions production,onion,kgN/ha,CHN,173.39456
p032,Onions production,onion,kgN/ha,COL,100.00001
p032,Onions production,onion,kgN/ha,COG,13.28542
p032,Onions production,onion,kgN/ha,COS,255.66675
p032,Onions production,onion,kgN/ha,CUB,105.99999
p032,Onions production,onion,kgN/ha,CZE,136.30428
p032,Onions production,onion,kgN/ha,AZE,5.000001
p032,Onions production,onion,kgN/ha,BEN,11.112328
p032,Onions production,onion,kgN/ha,DNK,125.56532
p032,Onions production,onion,kgN/ha,DOM,89.107697
p032,Onions production,onion,kgN/ha,BLR,44.451416
p032,Onions production,onion,kgN/ha,ECU,89.360695
p032,Onions production,onion,kgN/ha,EGY,387.27634
p032,Onions production,onion,kgN/ha,ELS,165.01747
p032,Onions production,onion,kgN/ha,EST,46.900002
p032,Onions production,onion,kgN/ha,FIN,102.70226
p032,Onions production,onion,kgN/ha,FRA,51.84716
p032,Onions production,onion,kgN/ha,GEO,45.162762
p032,Onions production,onion,kgN/ha,GMB,3.520695
p032,Onions production,onion,kgN/ha,DEU,164.23457
p032,Onions production,onion,kgN/ha,BIH,44.794598
p032,Onions production,onion,kgN/ha,GHA,1.3498021
p032,Onions production,onion,kgN/ha,GRC,170.00008
p032,Onions production,onion,kgN/ha,GUA,67.421761
p032,Onions production,onion,kgN/ha,GIN,0.33594435
p032,Onions production,onion,kgN/ha,HAI,5.035502
p032,Onions production,onion,kgN/ha,HON,108.27058
p032,Onions production,onion,kgN/ha,HUN,131.03722
p032,Onions production,onion,kgN/ha,HRV,117.60002
p032,Onions production,onion,kgN/ha,IND,116.97076
p032,Onions production,onion,kgN/ha,IDN,45.500031
p032,Onions production,onion,kgN/ha,IRN,93.455338
p032,Onions production,onion,kgN/ha,IRQ,233.61748
p032,Onions production,onion,kgN/ha,IRL,139.44943
p032,Onions production,onion,kgN/ha,ISR,299.99997
p032,Onions production,onion,kgN/ha,ITA,125.62009
p032,Onions production,onion,kgN/ha,CIV,13.09977
p032,Onions production,onion,kgN/ha,KAZ,3.6272275
p032,Onions production,onion,kgN/ha,JAM,72.078064
p032,Onions production,onion,kgN/ha,JPN,218.00011
p032,Onions production,onion,kgN/ha,JOR,100.00002
p032,Onions production,onion,kgN/ha,KGZ,4.4732642
p032,Onions production,onion,kgN/ha,KEN,18.533415
p032,Onions production,onion,kgN/ha,KHM,1.6794032
p032,Onions production,onion,kgN/ha,PRK,24.996761
p032,Onions production,onion,kgN/ha,KOR,343.06696
p032,Onions production,onion,kgN/ha,KWT,149.99998
p032,Onions production,onion,kgN/ha,LVA,52.758026
p032,Onions production,onion,kgN/ha,LAO,2.5509071
p032,Onions production,onion,kgN/ha,LBN,154.3452
p032,Onions production,onion,kgN/ha,LSO,21.681461
p032,Onions production,onion,kgN/ha,LBY,63.935951
p032,Onions production,onion,kgN/ha,LTU,73.000008
p032,Onions production,onion,kgN/ha,MDG,0.46991748
p032,Onions production,onion,kgN/ha,MWI,59.999992
p032,Onions production,onion,kgN/ha,MYS,107.5354
p032,Onions production,onion,kgN/ha,MLI,1.1811588
p032,Onions production,onion,kgN/ha,MRT,3.5186746
p032,Onions production,onion,kgN/ha,MEX,60.943157
p032,Onions production,onion,kgN/ha,MNG,3.3465292
p032,Onions production,onion,kgN/ha,MAR,66.000015
p032,Onions production,onion,kgN/ha,MOZ,0.78562135
p032,Onions production,onion,kgN/ha,MDA,7
p032,Onions production,onion,kgN/ha,NPL,7.242805
p032,Onions production,onion,kgN/ha,NLD,124.9134
p032,Onions production,onion,kgN/ha,MKD,78.507515
p032,Onions production,onion,kgN/ha,NIC,37.386036
p032,Onions production,onion,kgN/ha,NER,0.27983788
p032,Onions production,onion,kgN/ha,NGA,4.6253963
p032,Onions production,onion,kgN/ha,PAK,226.39352
p032,Onions production,onion,kgN/ha,PAN,79.535744
p032,Onions production,onion,kgN/ha,PRY,80.000023
p032,Onions production,onion,kgN/ha,PER,90.098434
p032,Onions production,onion,kgN/ha,PHL,23.999998
p032,Onions production,onion,kgN/ha,POL,88.46051
p032,Onions production,onion,kgN/ha,PRT,80.055885
p032,Onions production,onion,kgN/ha,GNB,0.95962644
p032,Onions production,onion,kgN/ha,ZWE,7.467598
p032,Onions production,onion,kgN/ha,ROM,47.494633
p032,Onions production,onion,kgN/ha,RWA,0.084040858
p032,Onions production,onion,kgN/ha,RUS,23.894897
p032,Onions production,onion,kgN/ha,SRM,87.865433
p032,Onions production,onion,kgN/ha,SAU,260.00003
p032,Onions production,onion,kgN/ha,SEN,26.568666
p032,Onions production,onion,kgN/ha,SVN,267.22092
p032,Onions production,onion,kgN/ha,SVK,56.129673
p032,Onions production,onion,kgN/ha,SOM,0.04116895
p032,Onions production,onion,kgN/ha,ZAF,203.45752
p032,Onions production,onion,kgN/ha,ESP,204.29732
p032,Onions production,onion,kgN/ha,TJK,5.4568009
p032,Onions production,onion,kgN/ha,SWE,167.9621
p032,Onions production,onion,kgN/ha,CHE,164
p032,Onions production,onion,kgN/ha,SYR,155.71254
p032,Onions production,onion,kgN/ha,TKM,55.443817
p032,Onions production,onion,kgN/ha,TZA,0.70339876
p032,Onions production,onion,kgN/ha,THA,99.999947
p032,Onions production,onion,kgN/ha,OMN,44.665096
p032,Onions production,onion,kgN/ha,TUN,47.756176
p032,Onions production,onion,kgN/ha,TUR,107.71882
p032,Onions production,onion,kgN/ha,UGA,0.5113914
p032,Onions production,onion,kgN/ha,GBR,124.99999
p032,Onions production,onion,kgN/ha,UKR,21.86804
p032,Onions production,onion,kgN/ha,USA,200.63866
p032,Onions production,onion,kgN/ha,BFA,4.1853509
p032,Onions production,onion,kgN/ha,URY,74.915634
p032,Onions production,onion,kgN/ha,UZB,155.87663
p032,Onions production,onion,kgN/ha,VEN,88.79055
p032,Onions production,onion,kgN/ha,VNM,56.000011
p032,Onions production,onion,kgN/ha,ETH,2.1291976
p032,Onions production,onion,kgN/ha,YEM,21.465199
p032,Onions production,onion,kgN/ha,ZAR,0.10288279
p032,Onions production,onion,kgN/ha,ZMB,1.542558
p032,Onions production,onion,kgN/ha,BEL,140.81282
p032,Onions production,onion,kgN/ha,LUX,322.6842
p032,Onions production,onion,kgN/ha,SDN,10.955702
p033,"Vegetables production, Other",vegetablenes,kgN/ha,ARM,24.993025
p033,"Vegetables production, Other",vegetablenes,kgN/ha,AFG,1.029846
p033,"Vegetables production, Other",vegetablenes,kgN/ha,ALB,19.999998
p033,"Vegetables production, Other",vegetablenes,kgN/ha,DZA,2
p033,"Vegetables production, Other",vegetablenes,kgN/ha,AGO,1.2120087
p033,"Vegetables production, Other",vegetablenes,kgN/ha,ARG,60.000027
p033,"Vegetables production, Other",vegetablenes,kgN/ha,AUS,100.50947
p033,"Vegetables production, Other",vegetablenes,kgN/ha,AUT,133.89139
p033,"Vegetables production, Other",vegetablenes,kgN/ha,BHR,237.66855
p033,"Vegetables production, Other",vegetablenes,kgN/ha,BGD,28.495966
p033,"Vegetables production, Other",vegetablenes,kgN/ha,BOL,4.9441156
p033,"Vegetables production, Other",vegetablenes,kgN/ha,BWA,7.5494332
p033,"Vegetables production, Other",vegetablenes,kgN/ha,BRA,64.746086
p033,"Vegetables production, Other",vegetablenes,kgN/ha,BZE,64.496178
p033,"Vegetables production, Other",vegetablenes,kgN/ha,BRN,0.83484334
p033,"Vegetables production, Other",vegetablenes,kgN/ha,BGR,141.23845
p033,"Vegetables production, Other",vegetablenes,kgN/ha,MMR,4.7789736
p033,"Vegetables production, Other",vegetablenes,kgN/ha,BDI,0.97440428
p033,"Vegetables production, Other",vegetablenes,kgN/ha,CMR,13.646626
p033,"Vegetables production, Other",vegetablenes,kgN/ha,CAN,21.797842
p033,"Vegetables production, Other",vegetablenes,kgN/ha,CAF,0.1304989
p033,"Vegetables production, Other",vegetablenes,kgN/ha,LKA,136.90315
p033,"Vegetables production, Other",vegetablenes,kgN/ha,TCD,0.79721922
p033,"Vegetables production, Other",vegetablenes,kgN/ha,CHL,146.12386
p033,"Vegetables production, Other",vegetablenes,kgN/ha,CHN,173.79346
p033,"Vegetables production, Other",vegetablenes,kgN/ha,COL,99.999954
p033,"Vegetables production, Other",vegetablenes,kgN/ha,COG,14.564168
p033,"Vegetables production, Other",vegetablenes,kgN/ha,COS,255.66684
p033,"Vegetables production, Other",vegetablenes,kgN/ha,CUB,8.3558865
p033,"Vegetables production, Other",vegetablenes,kgN/ha,CYP,237.66855
p033,"Vegetables production, Other",vegetablenes,kgN/ha,CZE,136.30432
p033,"Vegetables production, Other",vegetablenes,kgN/ha,AZE,5.0000005
p033,"Vegetables production, Other",vegetablenes,kgN/ha,BEN,12.612715
p033,"Vegetables production, Other",vegetablenes,kgN/ha,DNK,125.56534
p033,"Vegetables production, Other",vegetablenes,kgN/ha,DOM,89.107712
p033,"Vegetables production, Other",vegetablenes,kgN/ha,BLR,37.244427
p033,"Vegetables production, Other",vegetablenes,kgN/ha,ECU,97.961853
p033,"Vegetables production, Other",vegetablenes,kgN/ha,EGY,192.9628
p033,"Vegetables production, Other",vegetablenes,kgN/ha,ELS,180.90076
p033,"Vegetables production, Other",vegetablenes,kgN/ha,EST,46.899998
p033,"Vegetables production, Other",vegetablenes,kgN/ha,FIN,102.7023
p033,"Vegetables production, Other",vegetablenes,kgN/ha,FRA,51.846275
p033,"Vegetables production, Other",vegetablenes,kgN/ha,GEO,49.509781
p033,"Vegetables production, Other",vegetablenes,kgN/ha,GAB,1.7259585
p033,"Vegetables production, Other",vegetablenes,kgN/ha,GMB,3.996058
p033,"Vegetables production, Other",vegetablenes,kgN/ha,DEU,164.21637
p033,"Vegetables production, Other",vegetablenes,kgN/ha,BIH,37.531952
p033,"Vegetables production, Other",vegetablenes,kgN/ha,GHA,1.5320518
p033,"Vegetables production, Other",vegetablenes,kgN/ha,GRC,170
p033,"Vegetables production, Other",vegetablenes,kgN/ha,GUA,67.421768
p033,"Vegetables production, Other",vegetablenes,kgN/ha,GIN,0.38130346
p033,"Vegetables production, Other",vegetablenes,kgN/ha,GUY,73.866638
p033,"Vegetables production, Other",vegetablenes,kgN/ha,HAI,5.7153945
p033,"Vegetables production, Other",vegetablenes,kgN/ha,HON,108.27058
p033,"Vegetables production, Other",vegetablenes,kgN/ha,HUN,96.513634
p033,"Vegetables production, Other",vegetablenes,kgN/ha,HRV,150.67039
p033,"Vegetables production, Other",vegetablenes,kgN/ha,IND,109.91006
p033,"Vegetables production, Other",vegetablenes,kgN/ha,IDN,115.99999
p033,"Vegetables production, Other",vegetablenes,kgN/ha,IRN,84.274307
p033,"Vegetables production, Other",vegetablenes,kgN/ha,IRQ,256.10364
p033,"Vegetables production, Other",vegetablenes,kgN/ha,IRL,102.70953
p033,"Vegetables production, Other",vegetablenes,kgN/ha,ISR,300.00003
p033,"Vegetables production, Other",vegetablenes,kgN/ha,ITA,125.62173
p033,"Vegetables production, Other",vegetablenes,kgN/ha,CIV,14.360652
p033,"Vegetables production, Other",vegetablenes,kgN/ha,KAZ,3.0391386
p033,"Vegetables production, Other",vegetablenes,kgN/ha,JAM,60.391891
p033,"Vegetables production, Other",vegetablenes,kgN/ha,JPN,117.99998
p033,"Vegetables production, Other",vegetablenes,kgN/ha,JOR,256.10361
p033,"Vegetables production, Other",vegetablenes,kgN/ha,KGZ,5.0772438
p033,"Vegetables production, Other",vegetablenes,kgN/ha,KEN,18.533413
p033,"Vegetables production, Other",vegetablenes,kgN/ha,KHM,1.6794031
p033,"Vegetables production, Other",vegetablenes,kgN/ha,PRK,28.371834
p033,"Vegetables production, Other",vegetablenes,kgN/ha,KOR,343.06693
p033,"Vegetables production, Other",vegetablenes,kgN/ha,KWT,218.84013
p033,"Vegetables production, Other",vegetablenes,kgN/ha,LVA,52.758038
p033,"Vegetables production, Other",vegetablenes,kgN/ha,LAO,2.5509081
p033,"Vegetables production, Other",vegetablenes,kgN/ha,LBN,90.831131
p033,"Vegetables production, Other",vegetablenes,kgN/ha,LSO,23.768345
p033,"Vegetables production, Other",vegetablenes,kgN/ha,LBY,53.569889
p033,"Vegetables production, Other",vegetablenes,kgN/ha,LTU,73
p033,"Vegetables production, Other",vegetablenes,kgN/ha,MDG,0.5333662
p033,"Vegetables production, Other",vegetablenes,kgN/ha,MWI,60.000004
p033,"Vegetables production, Other",vegetablenes,kgN/ha,MYS,107.53542
p033,"Vegetables production, Other",vegetablenes,kgN/ha,MLI,1.3406388
p033,"Vegetables production, Other",vegetablenes,kgN/ha,MRT,0.62022245
p033,"Vegetables production, Other",vegetablenes,kgN/ha,MEX,101.5718
p033,"Vegetables production, Other",vegetablenes,kgN/ha,MNG,3.6686378
p033,"Vegetables production, Other",vegetablenes,kgN/ha,MAR,66.000038
p033,"Vegetables production, Other",vegetablenes,kgN/ha,MOZ,0.89169461
p033,"Vegetables production, Other",vegetablenes,kgN/ha,MDA,7.0000005
p033,"Vegetables production, Other",vegetablenes,kgN/ha,NAM,0.72480321
p033,"Vegetables production, Other",vegetablenes,kgN/ha,NPL,8.2207251
p033,"Vegetables production, Other",vegetablenes,kgN/ha,NLD,124.91341
p033,"Vegetables production, Other",vegetablenes,kgN/ha,MKD,65.778923
p033,"Vegetables production, Other",vegetablenes,kgN/ha,NZL,222.74576
p033,"Vegetables production, Other",vegetablenes,kgN/ha,NIC,37.386028
p033,"Vegetables production, Other",vegetablenes,kgN/ha,NER,0.31762162
p033,"Vegetables production, Other",vegetablenes,kgN/ha,NGA,5.0705986
p033,"Vegetables production, Other",vegetablenes,kgN/ha,NOR,240.06535
p033,"Vegetables production, Other",vegetablenes,kgN/ha,PAK,248.18861
p033,"Vegetables production, Other",vegetablenes,kgN/ha,PAN,66.640427
p033,"Vegetables production, Other",vegetablenes,kgN/ha,PNG,11.260606
p033,"Vegetables production, Other",vegetablenes,kgN/ha,PRY,80.000038
p033,"Vegetables production, Other",vegetablenes,kgN/ha,PER,75.490639
p033,"Vegetables production, Other",vegetablenes,kgN/ha,PHL,51
p033,"Vegetables production, Other",vegetablenes,kgN/ha,POL,88.458084
p033,"Vegetables production, Other",vegetablenes,kgN/ha,PRT,80.055885
p033,"Vegetables production, Other",vegetablenes,kgN/ha,GNB,1.0891951
p033,"Vegetables production, Other",vegetablenes,kgN/ha,ERI,1.6993635
p033,"Vegetables production, Other",vegetablenes,kgN/ha,ZWE,8.4758682
p033,"Vegetables production, Other",vegetablenes,kgN/ha,ROM,39.794231
p033,"Vegetables production, Other",vegetablenes,kgN/ha,RWA,0.095388032
p033,"Vegetables production, Other",vegetablenes,kgN/ha,RUS,20.020781
p033,"Vegetables production, Other",vegetablenes,kgN/ha,SRM,73.619621
p033,"Vegetables production, Other",vegetablenes,kgN/ha,SAU,260.00003
p033,"Vegetables production, Other",vegetablenes,kgN/ha,SEN,29.12595
p033,"Vegetables production, Other",vegetablenes,kgN/ha,SLE,0.35996327
p033,"Vegetables production, Other",vegetablenes,kgN/ha,SVN,196.81784
p033,"Vegetables production, Other",vegetablenes,kgN/ha,SVK,56.129673
p033,"Vegetables production, Other",vegetablenes,kgN/ha,SGP,237.66853
p033,"Vegetables production, Other",vegetablenes,kgN/ha,SOM,0.046727579
p033,"Vegetables production, Other",vegetablenes,kgN/ha,ZAF,203.45712
p033,"Vegetables production, Other",vegetablenes,kgN/ha,ESP,204.29605
p033,"Vegetables production, Other",vegetablenes,kgN/ha,SUR,115.65142
p033,"Vegetables production, Other",vegetablenes,kgN/ha,TJK,6.1935773
p033,"Vegetables production, Other",vegetablenes,kgN/ha,SWZ,12.994121
